the	O
organization	O
.	O
Maybin	O
","	O
32	B_player_age
","	O
began	O
the	O
2019	O
regular	O
season	O
in	O
the	O
Cleveland	O
Indians	O
organization	O
before	O
being	O
traded	O
to	O
the	O
New	O
York	O
Yankees	O
on	O
April	O
25	O
.	O
In	O
82	O
games	O
at	O
the	O
Major	O
League	O
level	O
with	O
the	O
Yankees	O
","	O
Maybin	O
hit	O
.285/.364/.494	O
with	O
17	O
doubles	O
","	O
a	O
career-high	O
11	O
home	O
runs	O
and	O
32	O
RBI	O
.	O
DETROIT	O
The	O
Detroit	B_new_team_city
Tigers	B_new_team
today	O
acquired	O
righthanded	O
pitcher	B_player_position
Dario	B_player_name
Agrazal	I_player_name
from	O
the	O
Pittsburgh	O
Pirates	O
in	O
exchange	O
for	O
cash	O
considerations	O
.	O
Agrazal	O
","	O
24	B_player_age
","	O
saw	O
time	O
at	O
three	O
levels	O
of	O
the	O
Pirates	O
organization	O
in	O
2019	O
","	O
including	O
his	O
first	O
Major	O
League	O
action	O
.	O
In	O
15	O
appearances	O
","	O
including	O
14	O
starts	O
","	O
with	O
Pittsburgh	O
","	O
Agrazal	O
had	O
a	O
5-Apr	O
record	O
with	O
a	O
4.91	O
ERA	O
(	O
73.1IP/40ER	O
)	O
and	O
41	O
strikeouts	O
.	O
The	O
Miami	B_new_team_city
Marlins	B_new_team
today	O
announced	O
that	O
the	O
club	O
has	O
signed	O
outfielder	B_player_position
Corey	B_player_name
Dickerson	I_player_name
to	O
a	O
two-year	O
contract	O
through	O
the	O
2021	O
season	O
.	O
Dickerson	O
","	O
30	B_player_age
","	O
was	O
a	O
2017	O
American	O
League	O
All-Star	O
with	O
Tampa	O
Bay	O
and	O
won	O
the	O
National	O
League	O
Rawlings	O
Gold	O
Glove	O
Award	O
for	O
left	O
field	O
in	O
2018	O
with	O
Pittsburgh	O
.	O
For	O
more	O
details	O
on	O
the	O
signing	O
","	O
please	O
visit	O
the	O
Miami	O
Marlins	O
Beyond	O
the	O
Bases	O
blog	O
.	O
ATLANTA	O
--	O
The	O
Atlanta	B_new_team_city
Braves	B_new_team
tonight	O
signed	O
RHP	B_player_position
Chris	B_player_name
Martin	I_player_name
to	O
a	O
two-year	O
contract	O
worth	O
$	B_contract_amount
14	I_contract_amount
million	I_contract_amount
.	O
Martin	O
will	O
make	O
$	O
7	O
million	O
in	O
each	O
year	O
of	O
the	O
deal	O
.	O
The	O
Braves	O
now	O
have	O
39	O
players	O
on	O
the	O
club	O
's	O
40-man	O
roster	O
.	O
Martin	O
","	O
33	B_player_age
","	O
finished	O
last	O
season	O
with	O
the	O
Braves	O
after	O
the	O
club	O
acquired	O
him	O
at	O
the	O
July	O
31	O
trade	O
deadline	O
from	O
Texas	O
for	O
LHP	O
Kolby	O
Allard	O
.	O
The	O
righty	O
appeared	O
in	O
58	O
games	O
between	O
the	O
two	O
clubs	O
","	O
compiling	O
a	O
3.4	O
ERA	O
(	O
21	O
ER/55.2	O
IP	O
)	O
with	O
four	O
saves	O
and	O
a	O
22	O
K/BB	O
ratio	O
(	O
65	O
strikeouts/5	O
walks	O
)	O
.	O
He	O
went	O
1-Jan	O
with	O
a	O
4.08	O
ERA	O
(	O
8	O
ER/17.2	O
IP	O
)	O
in	O
20	O
games	O
for	O
the	O
Braves	O
","	O
striking	O
out	O
22	O
and	O
walking	O
just	O
one	O
.	O
SEATTLE	O
","	O
Wash.	O
Seattle	B_new_team_city
Mariners	B_new_team
Executive	O
Vice	O
President	O
&	O
General	O
Manager	O
of	O
Baseball	O
Operations	O
Jerry	O
Dipoto	O
announced	O
today	O
that	O
Mariners	O
have	O
signed	O
free	O
agent	O
RHP	B_player_position
Kendall	B_player_name
Graveman	I_player_name
to	O
a	O
one-year	O
contract	O
.	O
Seattle	O
's	O
40-man	O
Major	O
League	O
roster	O
is	O
now	O
at	O
38	O
players	O
.	O
Per	O
club	O
policy	O
","	O
the	O
terms	O
of	O
the	O
contract	O
were	O
not	O
disclosed	O
.	O
DETROIT	O
The	O
Detroit	B_new_team_city
Tigers	B_new_team
today	O
acquired	O
catcher	B_player_position
Jhon	B_player_name
Nunez	I_player_name
from	O
the	O
Boston	O
Red	O
Sox	O
in	O
exchange	O
for	O
lefthanded	O
pitcher	O
Matt	O
Hall	O
.	O
Nunez	O
will	O
be	O
a	O
non-roster	O
invitee	O
to	O
the	O
Tigers	O
Major	O
League	O
Spring	O
Training	O
camp	O
.	O
Nunez	O
","	O
25	B_player_age
","	O
spent	O
the	O
2019	O
season	O
with	O
Double	O
A	O
Portland	O
","	O
where	O
he	O
was	O
named	O
an	O
Eastern	O
League	O
midseason	O
All-Star	O
and	O
hit	O
.280/.333/.412	O
with	O
11	O
doubles	O
","	O
one	O
triple	O
","	O
five	O
home	O
runs	O
and	O
21	O
RBI	O
.	O
Defensively	O
","	O
he	O
threw	O
out	O
30-of-72	O
base	O
stealers	O
for	O
a	O
41.7	O
caught	O
stealing	O
percentage	O
","	O
which	O
ranked	O
fourth	O
in	O
the	O
Eastern	O
League	O
.	O
ATLANTA	O
The	O
Atlanta	B_new_team_city
Braves	B_new_team
today	O
signed	O
C	B_player_position
Travis	B_player_name
d'Arnaud	I_player_name
to	O
a	O
two-year	O
contract	O
worth	O
$	B_contract_amount
16	I_contract_amount
million	I_contract_amount
.	O
D'Arnaud	O
will	O
make	O
$	O
8	O
million	O
in	O
each	O
year	O
of	O
the	O
deal	O
.	O
The	O
Braves	O
now	O
have	O
40	O
players	O
on	O
the	O
club	O
's	O
40-man	O
roster	O
.	O
D'Arnaud	O
","	O
30	B_player_age
","	O
split	O
last	O
season	O
between	O
New	O
York	O
(	O
NL	O
)	O
","	O
Los	O
Angeles	O
(	O
NL	O
)	O
and	O
Tampa	O
Bay	O
","	O
batting	O
a	O
combined	O
0.251	O
(	O
88-for-351	O
)	O
with	O
16	O
home	O
runs	O
","	O
69	O
RBI	O
and	O
a	O
0.745	O
OPS	O
in	O
103	O
games	O
.	O
The	O
6-foot-2	O
","	O
211-pound	O
native	O
of	O
Long	O
Beach	O
","	O
Calif.	O
","	O
spent	O
most	O
of	O
the	O
season	O
with	O
the	O
Rays	O
","	O
appearing	O
in	O
92	O
games	O
and	O
hitting	O
0.263	O
(	O
86-for-327	O
)	O
with	O
all	O
16	O
of	O
his	O
homers	O
.	O
The	O
Atlanta	B_new_team_city
Braves	B_new_team
today	O
acquired	O
RHP	B_player_position
Mark	B_player_name
Melancon	I_player_name
from	O
the	O
San	O
Francisco	O
Giants	O
in	O
exchange	O
for	O
RHP	O
Dan	O
Winkler	O
and	O
RHP	O
Tristan	O
Beck	O
.	O
Melancon	O
","	O
34	O
","	O
is	O
2-Apr	O
with	O
a	O
3.5	O
ERA	O
(	O
18	O
ER/46.1	O
IP	O
)	O
in	O
43	O
appearances	O
for	O
the	O
Giants	O
","	O
with	O
44	O
strikeouts	O
and	O
16	O
walks	O
.	O
He	O
has	O
converted	O
his	O
only	O
save	O
opportunity	O
.	O
FLUSHING	O
","	O
N.Y.	O
","	O
January	O
31	O
","	O
2020	O
The	O
New	B_new_team_city
York	I_new_team_city
Mets	B_new_team
today	O
announced	O
that	O
the	O
club	O
has	O
signed	O
first	B_player_position
baseman	I_player_position
Matt	B_player_name
Adams	I_player_name
to	O
a	O
minor	O
league	O
contract	O
and	O
invited	O
him	O
to	O
major	O
league	O
Spring	O
Training	O
.	O
Adams	O
","	O
31	B_player_age
","	O
leads	O
all	O
active	O
major	O
leaguers	O
with	O
11	O
pinch-hit	O
homers	O
and	O
49	O
pinch-hit	O
RBI	O
.	O
His	O
0.469	O
career	O
slugging	O
percentage	O
ranks	O
12th	O
among	O
all	O
left-handed	O
batters	O
since	O
his	O
debut	O
in	O
2012	O
.	O
The	O
Pittsburgh	B_new_team_city
Pirates	B_new_team
today	O
signed	O
outfielder	B_player_position
Jarrod	B_player_name
Dyson	I_player_name
(	O
pronounced	O
jah-ROD	O
)	O
to	O
a	O
one-year	O
contract	O
for	O
the	O
2020	O
season	O
.	O
The	O
announcement	O
was	O
made	O
by	O
General	O
Manager	O
","	O
Ben	O
Cherington	O
.	O
Dyson	O
spent	O
the	O
entire	O
2019	O
season	O
with	O
Arizona	O
","	O
where	O
he	O
recorded	O
at	O
least	O
30	O
stolen	O
bases	O
for	O
the	O
fifth	O
time	O
in	O
his	O
career	O
while	O
also	O
establishing	O
career	O
highs	O
in	O
games	O
(	O
130	O
)	O
","	O
runs	O
scored	O
(	O
65	O
)	O
","	O
hits	O
(	O
92	O
)	O
","	O
home	O
runs	O
(	O
seven	O
)	O
and	O
walks	O
(	O
47	O
)	O
.	O
The	O
35-year-old	O
Dyson	O
also	O
recorded	O
the	O
second-best	O
stolen	O
base	O
percentage	O
(	O
88.2	O
)	O
among	O
all	O
National	O
League	O
players	O
in	O
2019	O
after	O
being	O
successful	O
in	O
30	O
of	O
his	O
34	O
stolen	O
base	O
attempts	O
","	O
trailing	O
only	O
Milwaukee	O
's	O
Christian	O
Yelich	O
(	O
93.8	O
)	O
.	O
He	O
finished	O
third	O
overall	O
in	O
the	O
National	O
League	O
in	O
stolen	O
bases	O
","	O
while	O
becoming	O
just	O
the	O
sixth	O
different	O
player	O
in	O
Diamondbacks	O
history	O
to	O
steal	O
at	O
least	O
30	O
bases	O
in	O
a	O
single	O
season	O
.	O
SAN	O
DIEGO	O
The	O
San	B_new_team_city
Diego	I_new_team_city
Padres	B_new_team
have	O
agreed	O
to	O
terms	O
with	O
Jayce	B_player_name
Tingler	I_player_name
on	O
a	O
three-year	O
contract	O
to	O
become	O
the	O
21st	O
manager	O
in	O
franchise	O
history	O
","	O
Executive	O
Vice	O
President/General	O
Manager	O
A.J	O
.	O
Preller	O
announced	O
today	O
.	O
Tingler	O
","	O
38	B_player_age
","	O
spent	O
last	O
season	O
as	O
the	O
Major	O
League	O
player	O
development	O
field	O
coordinator	O
for	O
the	O
Texas	O
Rangers	O
in	O
his	O
13th	O
season	O
with	O
the	O
organization	O
.	O
The	O
Smithville	O
","	O
Mo.	O
","	O
native	O
moved	O
to	O
the	O
front	O
office	O
for	O
two	O
years	O
to	O
assume	O
the	O
role	O
of	O
assistant	O
general	O
manager	O
(	O
2017-18	O
)	O
","	O
overseeing	O
the	O
club	O
's	O
player	O
development	O
system	O
before	O
returning	O
to	O
the	O
dugout	O
as	O
bench	O
coach	O
to	O
end	O
the	O
2018	O
season	O
.	O
The	O
Miami	B_new_team_city
Marlins	B_new_team
today	O
announced	O
the	O
signing	O
of	O
catcher	B_player_position
Francisco	B_player_name
Cervelli	I_player_name
to	O
a	O
one-year	O
contract	O
for	O
the	O
2020	O
season	O
.	O
Cervelli	O
","	O
a	O
native	O
of	O
Valencia	O
","	O
Venezuela	O
","	O
is	O
a	O
12-year	O
Major	O
League	O
veteran	O
.	O
The	O
33-year-old	O
began	O
his	O
career	O
with	O
the	O
New	O
York	O
Yankees	O
from	O
2008-14	O
","	O
and	O
has	O
also	O
played	O
for	O
Pittsburgh	O
(	O
2015-19	O
)	O
and	O
Atlanta	O
(	O
2019	O
)	O
.	O
He	O
has	O
a	O
0.269	O
career	O
batting	O
average	O
over	O
714	O
games	O
.	O
He	O
had	O
one	O
of	O
his	O
most	O
productive	O
seasons	O
in	O
2018	O
with	O
the	O
Pirates	O
","	O
batting	O
0.259	O
in	O
104	O
games	O
","	O
while	O
posting	O
15	O
doubles	O
and	O
career	O
highs	O
in	O
home	O
runs	O
(	O
12	O
)	O
and	O
RBI	O
(	O
57	O
)	O
.	O
He	O
led	O
Major	O
League	O
catchers	O
with	O
a	O
0.376	O
on-base	O
percentage	O
that	O
season	O
","	O
and	O
was	O
a	O
finalist	O
for	O
the	O
National	O
League	O
Silver	O
Slugger	O
award	O
for	O
catchers	O
.	O
CLEVELAND	O
","	O
OH	O
The	O
Cleveland	B_new_team_city
Indians	B_new_team
today	O
announced	O
the	O
signing	O
of	O
free	B_player_position
agent	I_player_position
of	O
Domingo	B_player_name
Santana	I_player_name
to	O
a	O
Major	O
League	O
contract	O
for	O
the	O
2020	O
season	O
with	O
a	O
club	O
option	O
for	O
2021	O
.	O
Santana	O
","	O
27	B_player_age
","	O
spent	O
the	O
2019	O
season	O
with	O
the	O
Seattle	O
Mariners	O
","	O
batting	O
0.253	O
(	O
114-for-451	O
)	O
with	O
20	O
doubles	O
","	O
1	O
triple	O
","	O
21	O
home	O
runs	O
and	O
69	O
RBI	O
in	O
121	O
games	O
.	O
PHOENIX	O
-	O
The	O
Milwaukee	B_new_team_city
Brewers	B_new_team
have	O
signed	O
right-handed	O
pitcher	B_player_position
Freddy	B_player_name
Peralta	I_player_name
to	O
a	O
five-year	O
contract	O
through	O
2024	O
with	O
club	O
options	O
for	O
2025	O
and	O
2026	O
.	O
The	O
announcement	O
was	O
made	O
by	O
President	O
of	O
Baseball	O
Operations	O
and	O
General	O
Manager	O
David	O
Stearns	O
.	O
We	O
are	O
happy	O
to	O
announce	O
that	O
we	O
have	O
reached	O
a	O
multi-year	O
extension	O
with	O
Freddy	O
that	O
can	O
keep	O
him	O
in	O
a	O
Brewers	O
uniform	O
for	O
the	O
better	O
part	O
of	O
this	O
decade	O
","	O
said	O
Stearns	O
.	O
During	O
the	O
initial	O
stages	O
of	O
his	O
career	O
","	O
Freddy	O
has	O
demonstrated	O
numerous	O
qualities	O
that	O
we	O
believe	O
will	O
make	O
him	O
a	O
quality	O
Major	O
League	O
pitcher	O
for	O
years	O
to	O
come	O
.	O
His	O
talent	O
combined	O
with	O
his	O
intellect	O
and	O
work	O
ethic	O
give	O
him	O
a	O
great	O
base	O
from	O
which	O
to	O
build	O
.	O
Peralta	O
","	O
23	B_player_age
","	O
was	O
acquired	O
from	O
Seattle	O
on	O
Dec.	O
9	O
","	O
2015	O
as	O
part	O
of	O
a	O
four-player	O
trade	O
in	O
which	O
first	O
baseman	O
Adam	O
Lind	O
was	O
sent	O
to	O
the	O
Mariners	O
.	O
He	O
has	O
gone	O
13-7	O
with	O
a	O
4.79	O
ERA	O
in	O
55	O
games	O
(	O
22	O
starts	O
)	O
in	O
his	O
Major	O
League	O
career	O
","	O
all	O
with	O
Milwaukee	O
(	O
2018-19	O
)	O
","	O
while	O
holding	O
opponents	O
to	O
a	O
0.221	O
batting	O
average	O
with	O
211	O
strikeouts	O
in	O
just	O
163.1	O
innings	O
pitched	O
.	O
FLUSHING	O
","	O
N.Y.	O
","	O
December	O
16	O
","	O
2019	O
The	O
New	B_new_team_city
York	I_new_team_city
Mets	B_new_team
today	O
announced	O
that	O
the	O
club	O
has	O
signed	O
Cy	O
Young	O
Award-winning	O
right-handed	O
pitcher	B_player_position
Rick	B_player_name
Porcello	I_player_name
to	O
a	O
one-year	O
deal	O
.	O
In	O
a	O
corresponding	O
move	O
","	O
right-handed	O
pitcher	O
Stephen	O
Nogosek	O
has	O
been	O
designated	O
for	O
assignment	O
.	O
Porcello	O
","	O
30	B_player_age
","	O
has	O
spent	O
the	O
last	O
five	O
seasons	O
with	O
Boston	O
","	O
where	O
he	O
compiled	O
a	O
73-55	O
record	O
.	O
He	O
ranks	O
third	O
in	O
the	O
majors	O
with	O
64	O
wins	O
since	O
2016	O
","	O
including	O
when	O
he	O
won	O
a	O
major	O
league-leading	O
22	O
games	O
and	O
won	O
the	O
AL	O
Cy	O
Young	O
Award	O
that	O
season	O
.	O
The	O
Washington	B_new_team_city
Nationals	B_new_team
agreed	O
to	O
terms	O
on	O
a	O
two-year	O
contract	O
with	O
catcher	B_player_position
Yan	B_player_name
Gomes	I_player_name
and	O
a	O
one-year	O
contract	O
with	O
a	O
mutual	O
option	O
for	O
2021	O
with	O
infielder	O
Howie	O
Kendrick	O
on	O
Tuesday	O
.	O
Nationals	O
President	O
of	O
Baseball	O
Operations	O
and	O
General	O
Manager	O
Mike	O
Rizzo	O
made	O
the	O
announcements	O
.	O
Gomes	O
","	O
32	B_player_age
","	O
returns	O
to	O
the	O
Nationals	O
after	O
hitting	O
0.223	O
with	O
16	O
doubles	O
","	O
12	O
home	O
runs	O
","	O
43	O
RBI	O
","	O
38	O
walks	O
","	O
two	O
stolen	O
bases	O
and	O
36	O
runs	O
scored	O
in	O
his	O
first	O
season	O
with	O
Washington	O
in	O
2019	O
.	O
From	O
August	O
18	O
through	O
the	O
end	O
of	O
the	O
season	O
","	O
he	O
led	O
Major	O
League	O
catchers	O
(	O
min	O
.	O
100	O
PA	O
)	O
in	O
slugging	O
percentage	O
(	O
0.564	O
)	O
and	O
OPS	O
(	O
0.9	O
)	O
.	O
He	O
ranked	O
tied	O
for	O
first	O
in	O
doubles	O
(	O
9	O
)	O
","	O
tied	O
for	O
third	O
in	O
home	O
runs	O
(	O
6	O
)	O
and	O
tied	O
for	O
fourth	O
in	O
RBI	O
(	O
17	O
)	O
over	O
this	O
stretch	O
.	O
SAN	O
DIEGO	O
The	O
San	B_new_team_city
Diego	I_new_team_city
Padres	B_new_team
have	O
acquired	O
right-handed	O
pitcher	B_player_position
Zach	B_player_name
Davies	I_player_name
and	O
outfielder	B_player_position
Trent	B_player_name
Grisham	I_player_name
from	O
the	O
Milwaukee	O
Brewers	O
in	O
exchange	O
for	O
left-hander	O
Eric	O
Lauer	O
","	O
infielder	O
Luis	O
Urlas	O
and	O
a	O
player	O
to	O
be	O
named	O
later	O
or	O
cash	O
considerations	O
","	O
Executive	O
Vice	O
President/General	O
Manager	O
A.J	O
.	O
Preller	O
announced	O
today	O
.	O
Davies	O
","	O
26	B_player_age
","	O
posted	O
a	O
7-Oct	O
record	O
with	O
a	O
3.55	O
ERA	O
(	O
63	O
ER	O
","	O
159.2	O
IP	O
)	O
","	O
a	O
0.256	O
opponents	O
average	O
","	O
102	O
strikeouts	O
and	O
51	O
walks	O
across	O
31	O
starts	O
for	O
the	O
Brewers	O
in	O
2019	O
.	O
OAKLAND	O
","	O
Calif	O
.	O
The	O
Oakland	B_new_team_city
A	B_new_team
's	I_new_team
acquired	O
infielder/outfielder	B_player_position
Tony	B_player_name
Kemp	I_player_name
from	O
the	O
Chicago	O
Cubs	O
for	O
minor	O
league	O
infielder	O
Alfonso	O
Rivas	O
","	O
the	O
club	O
announced	O
today	O
.	O
SAN	O
DIEGO	O
The	O
San	B_new_team_city
Diego	I_new_team_city
Padres	B_new_team
have	O
acquired	O
right-handed	O
pitcher	B_player_position
Emilio	B_player_name
Pagon	I_player_name
from	O
the	O
Tampa	O
Bay	O
Rays	O
in	O
exchange	O
for	O
outfielder	O
Manuel	O
Margot	O
and	O
catcher/outfielder	O
Logan	O
Driscoll	O
","	O
Executive	O
Vice	O
President/General	O
Manager	O
A.J	O
.	O
Preller	O
announced	O
today	O
.	O
In	O
66	O
games	O
for	O
the	O
Rays	O
last	O
year	O
","	O
Pagon	O
led	O
the	O
bullpen	O
in	O
saves	O
(	O
20	O
)	O
and	O
strikeouts	O
(	O
96	O
)	O
","	O
despite	O
playing	O
the	O
first	O
two	O
weeks	O
of	O
the	O
season	O
with	O
Triple-A	O
Durham	O
.	O
The	O
28-year-old	O
set	O
career	O
highs	O
in	O
ERA	O
(	O
2.31	O
)	O
","	O
appearances	O
","	O
innings	O
pitched	O
(	O
70	O
)	O
","	O
strikeouts	O
","	O
WHIP	O
(	O
0.081	O
)	O
and	O
opponent	O
AVG	O
(	O
0.179	O
)	O
","	O
and	O
among	O
American	O
League	O
relievers	O
","	O
the	O
right-hander	O
's	O
WHIP	O
ranked	O
2nd	O
","	O
his	O
opponent	O
AVG	O
was	O
T-4th	O
","	O
his	O
strikeout	O
total	O
was	O
T-5th	O
and	O
his	O
12.34	O
SO/9	O
ranked	O
13th	O
.	O
SEATTLE	O
","	O
Wash.	O
Seattle	B_new_team_city
Mariners	B_new_team
Executive	O
Vice	O
President	O
&	O
General	O
Manager	O
of	O
Baseball	O
Operations	O
Jerry	O
Dipoto	O
announced	O
today	O
that	O
the	O
Mariners	O
have	O
acquired	O
LHP	B_player_position
Nestor	B_player_name
Cortes	I_player_name
Jr.	O
from	O
New	O
York-AL	O
in	O
exchange	O
for	O
international	O
bonus	O
pool	O
money	O
.	O
Seattle	O
's	O
40-man	O
roster	O
is	O
now	O
at	O
36	O
players	O
.	O
The	O
Washington	B_new_team
Nationals	B_new_team
agreed	O
to	O
terms	O
on	O
a	O
one-year	O
contract	O
with	O
infielder	B_player_position
Asdrubal	B_player_name
Cabrera	I_player_name
and	O
a	O
one-year	O
contract	O
with	O
a	O
mutual	O
option	O
for	O
2021	O
with	O
first	B_player_position
baseman	I_player_position
Eric	B_player_name
Thames	I_player_name
on	O
Wednesday	O
.	O
Nationals	O
President	O
of	O
Baseball	O
Operations	O
and	O
General	O
Manager	O
Mike	O
Rizzo	O
made	O
the	O
announcements	O
.	O
Cabrera	O
","	O
34	B_player_age
","	O
returns	O
to	O
Washington	O
where	O
he	O
hit	O
0.323	O
with	O
10	O
doubles	O
","	O
one	O
triple	O
","	O
six	O
home	O
runs	O
","	O
40	O
RBI	O
","	O
